"fa href","title","title href","discourse-tag","discourse-tag href","discourse-tags__tag-separator","discourse-tag 2","discourse-tag href 2","discourse-tags__tag-separator 2","discourse-tag 3","discourse-tag href 3","avatar src","latest href","avatar src 2","badge-posts href","number","number 2","post-activity href","relative-date","group-ds-students href","group-ds-students href 2","group-ds-students href 3","avatar src 3","group-ds-students href 4","avatar src 4","avatar src 5"
"","Having issue while submitting the project","https://discourse.onlinedegree.iitm.ac.in/t/having-issue-while-submitting-the-project/179139","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/karan24/48/67083_2.png","https://discourse.onlinedegree.iitm.ac.in/u/karan24","","https://discourse.onlinedegree.iitm.ac.in/t/having-issue-while-submitting-the-project/179139/1","1","50","https://discourse.onlinedegree.iitm.ac.in/t/having-issue-while-submitting-the-project/179139/2","10h","","","","","","",""
"","Hello I need some help","https://discourse.onlinedegree.iitm.ac.in/t/hello-i-need-some-help/179142","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","","","","https://avatars.discourse-cdn.com/v4/letter/o/ccd318/48.png","https://discourse.onlinedegree.iitm.ac.in/u/omr_17","","https://discourse.onlinedegree.iitm.ac.in/t/hello-i-need-some-help/179142/1","0","30","https://discourse.onlinedegree.iitm.ac.in/t/hello-i-need-some-help/179142/1","11h","","","","","","",""
"[object Object]","TDS Project 1 2025 issue in submitting the project","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-2025-issue-in-submitting-the-project/179135","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f3001930/48/67084_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f3001930","","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-2025-issue-in-submitting-the-project/179135/1","0","44","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-2025-issue-in-submitting-the-project/179135/1","12h","","","","","","",""
"","Drop Course Window","https://discourse.onlinedegree.iitm.ac.in/t/drop-course-window/179104","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2005404/48/67257_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f2005404","","https://discourse.onlinedegree.iitm.ac.in/t/drop-course-window/179104/1","0","50","https://discourse.onlinedegree.iitm.ac.in/t/drop-course-window/179104/1","1d","","","","","","",""
"","TDS Project 1 2025","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-2025/179103","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025",",","tds-project-1","https://discourse.onlinedegree.iitm.ac.in/tag/tds-project-1","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/bipin/48/120114_2.png","https://discourse.onlinedegree.iitm.ac.in/u/bipin","","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-2025/179103/1","0","76","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-2025/179103/1","1d","","","","","","",""
"","GA5 Question 8 Clarification","https://discourse.onlinedegree.iitm.ac.in/t/ga5-question-8-clarification/155939","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","graded-assignment","https://discourse.onlinedegree.iitm.ac.in/tag/graded-assignment",",","term3-2024","https://discourse.onlinedegree.iitm.ac.in/tag/term3-2024","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1001947/48/133968_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f2000990","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/abhimanyu.yd/48/64601_2.png","https://discourse.onlinedegree.iitm.ac.in/t/ga5-question-8-clarification/155939/1","4","1.0k","https://discourse.onlinedegree.iitm.ac.in/t/ga5-question-8-clarification/155939/6","1d","https://discourse.onlinedegree.iitm.ac.in/u/23f1001947","https://discourse.onlinedegree.iitm.ac.in/u/abhimanyu.yd","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2000990/48/75217_2.png",""
"","Hoe to get disclosure api","https://discourse.onlinedegree.iitm.ac.in/t/hoe-to-get-disclosure-api/179010","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/mohit173/48/121666_2.png","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/24f1001200/48/68306_2.png","https://discourse.onlinedegree.iitm.ac.in/t/hoe-to-get-disclosure-api/179010/1","2","77","https://discourse.onlinedegree.iitm.ac.in/t/hoe-to-get-disclosure-api/179010/3","1d","https://discourse.onlinedegree.iitm.ac.in/u/mohit173","https://discourse.onlinedegree.iitm.ac.in/u/24f1001200","","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png","","",""
"","Doubt regarding Promptfoo in TDS Project 1","https://discourse.onlinedegree.iitm.ac.in/t/doubt-regarding-promptfoo-in-tds-project-1/179012","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/ayushpatel/48/119480_2.png","https://discourse.onlinedegree.iitm.ac.in/u/ayushpatel","","https://discourse.onlinedegree.iitm.ac.in/t/doubt-regarding-promptfoo-in-tds-project-1/179012/1","0","67","https://discourse.onlinedegree.iitm.ac.in/t/doubt-regarding-promptfoo-in-tds-project-1/179012/1","2d","","","","","","",""
"","Getting an api key error upon running npx -y promptfoo eval –config project-tds-virtual-ta-promptfoo.yaml","https://discourse.onlinedegree.iitm.ac.in/t/getting-an-api-key-error-upon-running-npx-y-promptfoo-eval-config-project-tds-virtual-ta-promptfoo-yaml/178878","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1000129/48/122013_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f1000129","","https://discourse.onlinedegree.iitm.ac.in/t/getting-an-api-key-error-upon-running-npx-y-promptfoo-eval-config-project-tds-virtual-ta-promptfoo-yaml/178878/1","1","84","https://discourse.onlinedegree.iitm.ac.in/t/getting-an-api-key-error-upon-running-npx-y-promptfoo-eval-config-project-tds-virtual-ta-promptfoo-yaml/178878/3","2d","","","","","","",""
"","Submissions of Weekly Graded Assignment of TDS","https://discourse.onlinedegree.iitm.ac.in/t/submissions-of-weekly-graded-assignment-of-tds/178618","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","course-portal","https://discourse.onlinedegree.iitm.ac.in/tag/course-portal",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/24f1002463/48/119814_2.png","https://discourse.onlinedegree.iitm.ac.in/u/24f1002463","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png","https://discourse.onlinedegree.iitm.ac.in/t/submissions-of-weekly-graded-assignment-of-tds/178618/1","2","89","https://discourse.onlinedegree.iitm.ac.in/t/submissions-of-weekly-graded-assignment-of-tds/178618/3","2d","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","","","","","",""
"","Api Key Error","https://discourse.onlinedegree.iitm.ac.in/t/api-key-error/178898","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/24ds2000087/48/119469_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f2003651","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2003651/48/67172_2.png","https://discourse.onlinedegree.iitm.ac.in/t/api-key-error/178898/1","1","92","https://discourse.onlinedegree.iitm.ac.in/t/api-key-error/178898/2","2d","https://discourse.onlinedegree.iitm.ac.in/u/24ds2000087","","","","","",""
"","Guide for tds project 1","https://discourse.onlinedegree.iitm.ac.in/t/guide-for-tds-project-1/178649","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025",",","tds-project-1","https://discourse.onlinedegree.iitm.ac.in/tag/tds-project-1","","","","https://avatars.discourse-cdn.com/v4/letter/2/fbc32d/48.png","https://discourse.onlinedegree.iitm.ac.in/u/23f2003651","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2003651/48/67172_2.png","https://discourse.onlinedegree.iitm.ac.in/t/guide-for-tds-project-1/178649/1","1","159","https://discourse.onlinedegree.iitm.ac.in/t/guide-for-tds-project-1/178649/2","4d","https://discourse.onlinedegree.iitm.ac.in/u/22f3000658","","","","","",""
"","How to find API key for discourse page","https://discourse.onlinedegree.iitm.ac.in/t/how-to-find-api-key-for-discourse-page/178166","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025",",","tds-project-1","https://discourse.onlinedegree.iitm.ac.in/tag/tds-project-1","","","","https://avatars.discourse-cdn.com/v4/letter/2/fbc32d/48.png","https://discourse.onlinedegree.iitm.ac.in/u/22f3000658","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/karvy/48/67600_2.png","https://discourse.onlinedegree.iitm.ac.in/t/how-to-find-api-key-for-discourse-page/178166/1","2","147","https://discourse.onlinedegree.iitm.ac.in/t/how-to-find-api-key-for-discourse-page/178166/3","4d","https://discourse.onlinedegree.iitm.ac.in/u/karvy","","","","","",""
"[object Object]","TDS project 1,I face ambiguati to make this project,how can I start?","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-i-face-ambiguati-to-make-this-project-how-can-i-start/154294","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level","","","","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/mihir1504/48/13859_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://avatars.discourse-cdn.com/v4/letter/2/fbc32d/48.png","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-i-face-ambiguati-to-make-this-project-how-can-i-start/154294/1","4","195","https://discourse.onlinedegree.iitm.ac.in/t/tds-project-1-i-face-ambiguati-to-make-this-project-how-can-i-start/154294/5","5d","https://discourse.onlinedegree.iitm.ac.in/u/mihir1504","https://discourse.onlinedegree.iitm.ac.in/u/22f3000658","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","","",""
"[object Object]","Marks of GA1","https://discourse.onlinedegree.iitm.ac.in/t/marks-of-ga1/177878","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/kritika0806/48/13610_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/marks-of-ga1/177878/1","1","92","https://discourse.onlinedegree.iitm.ac.in/t/marks-of-ga1/177878/2","9d","https://discourse.onlinedegree.iitm.ac.in/u/kritika0806","","","","","",""
"","Lost data in laptop while working on Git bash","https://discourse.onlinedegree.iitm.ac.in/t/lost-data-in-laptop-while-working-on-git-bash/175382","miscellaneous","https://discourse.onlinedegree.iitm.ac.in/tag/miscellaneous",",","guidelines","https://discourse.onlinedegree.iitm.ac.in/tag/guidelines",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/kritika0806/48/13610_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f1001947","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3002257/48/124356_2.png","https://discourse.onlinedegree.iitm.ac.in/t/lost-data-in-laptop-while-working-on-git-bash/175382/1","7","118","https://discourse.onlinedegree.iitm.ac.in/t/lost-data-in-laptop-while-working-on-git-bash/175382/8","9d","https://discourse.onlinedegree.iitm.ac.in/u/kritika0806","https://discourse.onlinedegree.iitm.ac.in/u/22f3002257","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/u/arun2","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/arun2/48/27130_2.png","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1001947/48/133968_2.png"
"[object Object]","Https://exam.sanand.workers.dev/project-tds-virtual-ta-promptfoo.yaml is not opened","https://discourse.onlinedegree.iitm.ac.in/t/https-exam-sanand-workers-dev-project-tds-virtual-ta-promptfoo-yaml-is-not-opened/177666","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","miscellaneous","https://discourse.onlinedegree.iitm.ac.in/tag/miscellaneous",",","operational","https://discourse.onlinedegree.iitm.ac.in/tag/operational","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3000940/48/120128_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/https-exam-sanand-workers-dev-project-tds-virtual-ta-promptfoo-yaml-is-not-opened/177666/1","1","85","https://discourse.onlinedegree.iitm.ac.in/t/https-exam-sanand-workers-dev-project-tds-virtual-ta-promptfoo-yaml-is-not-opened/177666/2","10d","https://discourse.onlinedegree.iitm.ac.in/u/22f3000940","","","","","",""
"","GA3 - Large Language Models - Discussion Thread [TDS May 2025]","https://discourse.onlinedegree.iitm.ac.in/t/ga3-large-language-models-discussion-thread-tds-may-2025/175592","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025",",","graded-assignment","https://discourse.onlinedegree.iitm.ac.in/tag/graded-assignment","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/u/saumya1","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/21f3000745/48/638_2.png","https://discourse.onlinedegree.iitm.ac.in/t/ga3-large-language-models-discussion-thread-tds-may-2025/175592/1","219","1.0k","https://discourse.onlinedegree.iitm.ac.in/t/ga3-large-language-models-discussion-thread-tds-may-2025/175592/230","10d","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://discourse.onlinedegree.iitm.ac.in/u/21f3000745","https://discourse.onlinedegree.iitm.ac.in/u/karvy","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/karvy/48/67600_2.png","https://discourse.onlinedegree.iitm.ac.in/u/sahil_singh","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/sahil_singh/48/110463_2.png","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/saumya1/48/67528_2.png"
